,Users,Items,TweetID,Age,rating_age
2565,SAMPLE,rrstar.com,1773160591013605851,59954,0.2727487382265423
2566,SAMPLE,rumble.com,1772683687357726765,857,0.9816001765467062
2567,SAMPLE,rumble.com,1772321291900432780,859,0.9815576348809074
2568,SAMPLE,rumble.com,1772677394530443463,2357,0.9502062304522699
2569,SAMPLE,rumble.com,1771590231692546054,2357,0.9502062304522699
2570,SAMPLE,rumble.com,1772667721584406727,4663,0.9038902818554397
2571,SAMPLE,salemnewschannel.com,1772682518434562062,1136,0.9756833898422146
2572,SAMPLE,salemnewschannel.com,1772682518434562062,1136,0.9756833898422146
2573,SAMPLE,salemnewschannel.com,1772320076726780289,1148,0.9754297059040705
2574,SAMPLE,salemnewschannel.com,1772320076726780289,1148,0.9754297059040705
2575,SAMPLE,salemnewschannel.com,1772319891053253085,1193,0.9744789784473917
2576,SAMPLE,salon.com,1773166951797293283,58438,0.28185781633944024
2577,SAMPLE,salon.com,1773166951797293283,58438,0.28185781633944024
2578,SAMPLE,sana.sy,1772676007910101257,2688,0.9434149990437323
2579,SAMPLE,sana.sy,1772676007910101257,2688,0.9434149990437323
2580,SAMPLE,sana.sy,1772676007910101257,2688,0.9434149990437323
2581,SAMPLE,sana.sy,1772671444234674657,3776,0.9214322838191122
2582,SAMPLE,sana.sy,1772671444234674657,3776,0.9214322838191122
2583,SAMPLE,sandiegouniontribune.com,1773202749469192607,49902,0.3391281376332018
2584,SAMPLE,sandiegouniontribune.com,1773202749469192607,49902,0.3391281376332018
2585,SAMPLE,sandiegouniontribune.com,1773563877458137327,50202,0.3369306145375127
2586,SAMPLE,sandiegouniontribune.com,1773563877458137327,50202,0.3369306145375127
2587,SAMPLE,sandiegouniontribune.com,1773563873867731378,50204,0.3369160122687443
2588,SAMPLE,sanluisobispo.com,1772476111143776533,50347,0.3358735886483933
2589,SAMPLE,sanluisobispo.com,1772476111143776533,50347,0.3358735886483933
2590,SAMPLE,sanluisobispo.com,1773563247033016700,50354,0.3358226438045914
2591,SAMPLE,sanluisobispo.com,1773563247033016700,50354,0.3358226438045914
2592,SAMPLE,sanluisobispo.com,1773198539067154616,50907,0.3318223232189547
2593,SAMPLE,santacruzsentinel.com,1773159399592227075,60238,0.2710753193304752
2594,SAMPLE,santacruzsentinel.com,1773159399592227075,60238,0.2710753193304752
2595,SAMPLE,santafenewmexican.com,1773187113950826921,53631,0.3128020382009973
2596,SAMPLE,santafenewmexican.com,1773187113950826921,53631,0.3128020382009973
2597,SAMPLE,santafenewmexican.com,1773160755254223202,59915,0.2729793439951984
2598,SAMPLE,santafenewmexican.com,1773160755254223202,59915,0.2729793439951984
2599,SAMPLE,saraacarter.com,1772321195364372626,882,0.9810685382213105
2600,SAMPLE,saraacarter.com,1772321195364372626,882,0.9810685382213105
2601,SAMPLE,saraacarter.com,1771956980170543399,1317,0.9718639881766163
2602,SAMPLE,saraacarter.com,1771956980170543399,1317,0.9718639881766163
2603,SAMPLE,saraacarter.com,1771956787429691424,1363,0.9708956965821931
2604,SAMPLE,sarahpalin.com,1772431835416367223,60903,0.26719698319672835
2605,SAMPLE,sarahpalin.com,1772431835416367223,60903,0.26719698319672835
2606,SAMPLE,sbnation.com,1771752720296505698,50016,0.33829139551688625
2607,SAMPLE,sbnation.com,1771752061123932449,50173,0.3371424185680327
2608,SAMPLE,sbnation.com,1771749293491470761,50834,0.33234765211718803
2609,SAMPLE,sbnation.com,1771353551568040424,58786,0.27974027405348073
2610,SAMPLE,sbnation.com,1771353551568040424,58786,0.27974027405348073
2611,SAMPLE,sbsun.com,1772475002434048152,50611,0.33395758038210527
2612,SAMPLE,sbsun.com,1772475002434048152,50611,0.33395758038210527
2613,SAMPLE,sbsun.com,1771749280107090130,50837,0.33232604688031064
2614,SAMPLE,sbsun.com,1771749280107090130,50837,0.33232604688031064
2615,SAMPLE,sbsun.com,1771748225931674039,51088,0.3305233744542431
2616,SAMPLE,sciencetimes.com,1772473908232437891,50872,0.3320740895372536
2617,SAMPLE,sciencetimes.com,1772473908232437891,50872,0.3320740895372536
2618,SAMPLE,sciencetimes.com,1772458804719829412,54473,0.30714635770597326
2619,SAMPLE,sciencetimes.com,1772458804719829412,54473,0.30714635770597326
2620,SAMPLE,scientificamerican.com,1773193549283995955,52096,0.3233819081091641
2621,SAMPLE,scientificamerican.com,1773193549283995955,52096,0.3233819081091641
2622,SAMPLE,scientificamerican.com,1772446088978444372,57505,0.287614451597976
2623,SAMPLE,scientificamerican.com,1772446088978444372,57505,0.287614451597976
2624,SAMPLE,scientificamerican.com,1771716442834022508,58666,0.2804686579132992
2625,SAMPLE,seattletimes.com,1773199668182196319,50637,0.3337694748390338
2626,SAMPLE,seattletimes.com,1772471276369518860,51500,0.32758557994564275
2627,SAMPLE,seattletimes.com,1771745837372112937,51658,0.3264658897585872
2628,SAMPLE,seattletimes.com,1772470399344705814,51709,0.32610528844536146
2629,SAMPLE,seattletimes.com,1773185122998628817,54105,0.30960550914026824
2630,SAMPLE,sebgorka.com,1771597785944752546,556,0.9880237627028393
2631,SAMPLE,sebgorka.com,1771597785944752546,556,0.9880237627028393
2632,SAMPLE,sebgorka.com,1771595688843096540,1056,0.9773763029938382
2633,SAMPLE,sebgorka.com,1771595688843096540,1056,0.9773763029938382
2634,SAMPLE,sebgorka.com,1771945069823615328,4157,0.9138560026288457
2635,SAMPLE,secondnexus.com,1773187397787746435,53563,0.31326331093615567
2636,SAMPLE,semafor.com,1772445705652633732,57596,0.2870478428992441
2637,SAMPLE,semafor.com,1772071264754008387,60470,0.26971592327996907
2638,SAMPLE,semafor.com,1772071264754008387,60470,0.26971592327996907
2639,SAMPLE,semafor.com,1772069177819369875,60967,0.2668266695806554
2640,SAMPLE,semafor.com,1772069177819369875,60967,0.2668266695806554
2641,SAMPLE,sevendaysvt.com,1773167632868352236,58275,0.2828551585557476
2642,SAMPLE,sevendaysvt.com,1773167632868352236,58275,0.2828551585557476
2643,SAMPLE,sevendaysvt.com,1773167632868352236,58275,0.2828551585557476
2644,SAMPLE,sfchronicle.com,1773202609882427461,49936,0.3388783666168496
2645,SAMPLE,sfchronicle.com,1773202609857302671,49936,0.3388783666168496
2646,SAMPLE,sfchronicle.com,1773202609857302671,49936,0.3388783666168496
2647,SAMPLE,sfchronicle.com,1773202609882427461,49936,0.3388783666168496
2648,SAMPLE,sfchronicle.com,1772477590873227458,49994,0.33845271114316616
2649,SAMPLE,sfexaminer.com,1772477328007770121,50057,0.33799096698688585
